<http://www.wikidata.org/entity/Q6199>	anarchism
<http://www.wikidata.org/entity/Q20491>	Nocera Umbra
<http://www.wikidata.org/entity/Q81138>	Nocera Inferiore
<http://www.wikidata.org/entity/Q15652>	Viladecans
<http://www.wikidata.org/entity/Q174060>	Elâzığ
<http://www.wikidata.org/entity/Q486986>	Greater Caucasus
<http://www.wikidata.org/entity/Q216593>	Lesser Caucasus
<http://www.wikidata.org/entity/Q4068>	Stolberg
<http://www.wikidata.org/entity/Q212450>	Prades
<http://www.wikidata.org/entity/Q211263>	Armenian Highlands
<http://www.wikidata.org/entity/Q190429>	depression
<http://www.wikidata.org/entity/Q490472>	Baza
<http://www.wikidata.org/entity/Q212112>	bel canto
<http://www.wikidata.org/entity/Q146183>	Johannes Bosco
<http://www.wikidata.org/entity/Q487672>	Daşoguz
<http://www.wikidata.org/entity/Q488266>	Yamal Peninsula
<http://www.wikidata.org/entity/Q1253>	Ban Ki-moon
<http://www.wikidata.org/entity/Q42234>	Buzuluk
<http://www.wikidata.org/entity/Q52691>	Venosa
<http://www.wikidata.org/entity/Q208538>	Vierzon
<http://www.wikidata.org/entity/Q332392>	Gao Region
<http://www.wikidata.org/entity/Q208119>	Altkirch
<http://www.wikidata.org/entity/Q186569>	Yambol
<http://www.wikidata.org/entity/Q188690>	Dendroaspis polylepis
<http://www.wikidata.org/entity/Q135572>	Yegoryevsk
<http://www.wikidata.org/entity/Q133232>	Gabriel Lippmann
<http://www.wikidata.org/entity/Q58803>	solar cell
<http://www.wikidata.org/entity/Q161130>	Leonurus cardiaca
<http://www.wikidata.org/entity/Q135616>	Yeysk
<http://www.wikidata.org/entity/Q138048>	Park Geun-hye
<http://www.wikidata.org/entity/Q270217>	Monterosso al Mare
<http://www.wikidata.org/entity/Q104991>	Berdsk
<http://www.wikidata.org/entity/Q337616>	Red-eyed tree frog
<http://www.wikidata.org/entity/Q63979>	Versoix
<http://www.wikidata.org/entity/Q4585>	CouchSurfing
<http://www.wikidata.org/entity/Q26927>	Lakshadweep
<http://www.wikidata.org/entity/Q933163>	Rutul people
<http://www.wikidata.org/entity/Q53952>	Rossano
<http://www.wikidata.org/entity/Q207626>	Vicente Calderón Stadium
<http://www.wikidata.org/entity/Q210708>	Brown long-eared bat
<http://www.wikidata.org/entity/Q216580>	bank vole
<http://www.wikidata.org/entity/Q2370>	C#
<http://www.wikidata.org/entity/Q272935>	Estelle Harris
<http://www.wikidata.org/entity/Q335367>	Tristan and Iseult
<http://www.wikidata.org/entity/Q13464>	Foggia
<http://www.wikidata.org/entity/Q51938>	Ordona
<http://www.wikidata.org/entity/Q318082>	Lunel
<http://www.wikidata.org/entity/Q969520>	Michael Essien
<http://www.wikidata.org/entity/Q54706>	Fabrizia
<http://www.wikidata.org/entity/Q11233>	Windows Server 2008
<http://www.wikidata.org/entity/Q372218>	Plaisir
<http://www.wikidata.org/entity/Q187989>	Leighton Baines
<http://www.wikidata.org/entity/Q57315>	Salva Kiir Mayardit
<http://www.wikidata.org/entity/Q212332>	Kanchipuram
<http://www.wikidata.org/entity/Q294647>	Mads Mikkelsen
<http://www.wikidata.org/entity/Q646181>	210
<http://www.wikidata.org/entity/Q32067>	Aries
<http://www.wikidata.org/entity/Q45949>	Preah Vihear Temple
<http://www.wikidata.org/entity/Q102346>	Yelets
<http://www.wikidata.org/entity/Q243727>	common vole
<http://www.wikidata.org/entity/Q55117>	Solofra
<http://www.wikidata.org/entity/Q639421>	Pondicherry
<http://www.wikidata.org/entity/Q183529>	Olimpiyskiy National Sports Complex
<http://www.wikidata.org/entity/Q82709>	Stadio San Paolo
<http://www.wikidata.org/entity/Q76751>	Adolf Dassler
<http://www.wikidata.org/entity/Q328072>	Kopet Dag
<http://www.wikidata.org/entity/Q213997>	Alexander Grin
<http://www.wikidata.org/entity/Q152381>	Mohamed Nasheed
<http://www.wikidata.org/entity/Q185289>	Pernik
<http://www.wikidata.org/entity/Q205998>	CFR Cluj
<http://www.wikidata.org/entity/Q191072>	cadastre
<http://www.wikidata.org/entity/Q55177>	Sunita Williams
<http://www.wikidata.org/entity/Q102098>	Moon Geun-young
<http://www.wikidata.org/entity/Q373824>	Achern
<http://www.wikidata.org/entity/Q12044>	Flying Spaghetti Monster
<http://www.wikidata.org/entity/Q191342>	LAMP
<http://www.wikidata.org/entity/Q187337>	Zelda Williams
<http://www.wikidata.org/entity/Q487459>	Arda Turan
<http://www.wikidata.org/entity/Q95097>	Comacchio
<http://www.wikidata.org/entity/Q192122>	Esteban Cambiasso
<http://www.wikidata.org/entity/Q203304>	Capital Region
<http://www.wikidata.org/entity/Q19316>	Biên Hòa
<http://www.wikidata.org/entity/Q270328>	Vernazza
<http://www.wikidata.org/entity/Q209459>	Golden Lion
<http://www.wikidata.org/entity/Q277302>	Chiclana de la Frontera
<http://www.wikidata.org/entity/Q8337>	Harry Potter
<http://www.wikidata.org/entity/Q202782>	Coat of arms of Lebanon
<http://www.wikidata.org/entity/Q159816>	Leo
<http://www.wikidata.org/entity/Q333906>	Capitoline Museums
<http://www.wikidata.org/entity/Q40779>	Roman consul
<http://www.wikidata.org/entity/Q148483>	Ribeauvillé
<http://www.wikidata.org/entity/Q287099>	Kseniya Sobchak
<http://www.wikidata.org/entity/Q208200>	Berane
<http://www.wikidata.org/entity/Q204091>	Paldiski
<http://www.wikidata.org/entity/Q787>	pig
<http://www.wikidata.org/entity/Q277576>	Putorana Plateau
<http://www.wikidata.org/entity/Q128105>	Minturno
<http://www.wikidata.org/entity/Q58898>	Sessa Aurunca
<http://www.wikidata.org/entity/Q473858>	Memory of the World
<http://www.wikidata.org/entity/Q2221906>	geographic location
<http://www.wikidata.org/entity/Q127834>	New World
<http://www.wikidata.org/entity/Q1137>	Lorraine
<http://www.wikidata.org/entity/Q45917>	Mohamed Hussein Tantawi
<http://www.wikidata.org/entity/Q207275>	Keila
<http://www.wikidata.org/entity/Q203781>	Roy Hodgson
<http://www.wikidata.org/entity/Q334173>	Opportunism
<http://www.wikidata.org/entity/Q732127>	Mustela eversmanii
<http://www.wikidata.org/entity/Q164038>	Pep Guardiola
<http://www.wikidata.org/entity/Q40986>	Tradate
<http://www.wikidata.org/entity/Q155569>	Krasnogorsk
<http://www.wikidata.org/entity/Q155214>	Indonesian Wikipedia
<http://www.wikidata.org/entity/Q16691>	openSUSE
<http://www.wikidata.org/entity/Q218401>	Roberto Soldado
<http://www.wikidata.org/entity/Q296047>	Sam Harris
<http://www.wikidata.org/entity/Q42613>	Cassano d'Adda
<http://www.wikidata.org/entity/Q373547>	Diego Lugano
<http://www.wikidata.org/entity/Q161701>	Cancer
<http://www.wikidata.org/entity/Q205271>	Võru
<http://www.wikidata.org/entity/Q13711>	Abra
<http://www.wikidata.org/entity/Q36747>	Native Americans
<http://www.wikidata.org/entity/Q314617>	Diego López Rodríguez
<http://www.wikidata.org/entity/Q186576>	Pazardzhik
<http://www.wikidata.org/entity/Q6003>	Tirunesh Dibaba
<http://www.wikidata.org/entity/Q270158>	Semeru
<http://www.wikidata.org/entity/Q206411>	Democratic Republic of Azerbaijan
<http://www.wikidata.org/entity/Q46622>	controlled-access highway
<http://www.wikidata.org/entity/Q1254190>	Pisces
<http://www.wikidata.org/entity/Q192003>	sic
<http://www.wikidata.org/entity/Q13058055>	administrative territorial entity of Armenia
<http://www.wikidata.org/entity/Q212185>	wood mouse
<http://www.wikidata.org/entity/Q134398>	Scorpio
<http://www.wikidata.org/entity/Q214948>	Cegléd
<http://www.wikidata.org/entity/Q243002>	Cassis
<http://www.wikidata.org/entity/Q36721>	Lâm Đồng
<http://www.wikidata.org/entity/Q695827>	protohistory
<http://www.wikidata.org/entity/Q220301>	Cluny Abbey
<http://www.wikidata.org/entity/Q164016>	Taurus
<http://www.wikidata.org/entity/Q31002>	Mata-Utu
<http://www.wikidata.org/entity/Q132676>	Mamoudzou
<http://www.wikidata.org/entity/Q106443>	Annie Girardot
<http://www.wikidata.org/entity/Q34108>	Leonese
<http://www.wikidata.org/entity/Q155066>	Kärdla
<http://www.wikidata.org/entity/Q175303>	Aaron Lennon
<http://www.wikidata.org/entity/Q193093>	Platonic Academy
<http://www.wikidata.org/entity/Q223385>	Cave of the Hand
<http://www.wikidata.org/entity/Q917>	Bhutan
<http://www.wikidata.org/entity/Q182976>	common roach
<http://www.wikidata.org/entity/Q720467>	Simuliidae
<http://www.wikidata.org/entity/Q185678>	Saint-Pierre
<http://www.wikidata.org/entity/Q163527>	Echinochloa crus-galli
<http://www.wikidata.org/entity/Q27379>	Laurasiatheria
<http://www.wikidata.org/entity/Q199723>	Balıkesir
<http://www.wikidata.org/entity/Q618520>	FC Midtjylland
<http://www.wikidata.org/entity/Q483309>	Sergio Ramos García
<http://www.wikidata.org/entity/Q27050>	Brant Goose
<http://www.wikidata.org/entity/Q1050224>	Estádio Beira-Rio
<http://www.wikidata.org/entity/Q94996>	Sant'Agata Bolognese
<http://www.wikidata.org/entity/Q27302>	German National Library
<http://www.wikidata.org/entity/Q200473>	bleak
<http://www.wikidata.org/entity/Q150947>	Martín Demichelis
<http://www.wikidata.org/entity/Q189012>	Alex Songs
<http://www.wikidata.org/entity/Q1359568>	Alibaba Group
<http://www.wikidata.org/entity/Q207408>	Vác
<http://www.wikidata.org/entity/Q191765>	Anglet
<http://www.wikidata.org/entity/Q462840>	Spišská Nová Ves
<http://www.wikidata.org/entity/Q1137062>	Jack Ma
<http://www.wikidata.org/entity/Q474205>	Iguazú National Park
<http://www.wikidata.org/entity/Q124043>	Wynton Rufer
<http://www.wikidata.org/entity/Q119066>	Latera
<http://www.wikidata.org/entity/Q43729>	Andrés Iniesta
<http://www.wikidata.org/entity/Q384516>	Saint-Louis
<http://www.wikidata.org/entity/Q267566>	National Library of Russia
<http://www.wikidata.org/entity/Q187087>	Mbombela Stadium
<http://www.wikidata.org/entity/Q187042>	Peter Mokaba Stadium
<http://www.wikidata.org/entity/Q558809>	Mirko Hrgović
<http://www.wikidata.org/entity/Q155604>	Vedad Ibišević
<http://www.wikidata.org/entity/Q8645>	Lanciano
<http://www.wikidata.org/entity/Q191766>	Samantha Stosur
<http://www.wikidata.org/entity/Q188107>	Francesca Schiavone
<http://www.wikidata.org/entity/Q202429>	Juan Silveira dos Santos
<http://www.wikidata.org/entity/Q185401>	Bali tiger
<http://www.wikidata.org/entity/Q189337>	Royal Bafokeng Stadium
<http://www.wikidata.org/entity/Q181439>	Free State Stadium
<http://www.wikidata.org/entity/Q183562>	Umayyad Mosque
<http://www.wikidata.org/entity/Q1414543>	Kirov
<http://www.wikidata.org/entity/Q15771>	Armavir
<http://www.wikidata.org/entity/Q721021>	198
<http://www.wikidata.org/entity/Q244504>	Catalan people
<http://www.wikidata.org/entity/Q190948>	Abha
<http://www.wikidata.org/entity/Q160211>	Schuman Declaration
<http://www.wikidata.org/entity/Q294586>	Adewale Akinnuoye-Agbaje
<http://www.wikidata.org/entity/Q52014>	Grottaglie
<http://www.wikidata.org/entity/Q194205>	Gulf of Venice
<http://www.wikidata.org/entity/Q72499>	Mediterranean Basin
<http://www.wikidata.org/entity/Q13158>	Fragaria ×ananassa
<http://www.wikidata.org/entity/Q146684>	Fragaria vesca
<http://www.wikidata.org/entity/Q309778>	Mario Yepes
<http://www.wikidata.org/entity/Q134699>	Gukovo
<http://www.wikidata.org/entity/Q47516>	Pierre Littbarski
<http://www.wikidata.org/entity/Q29566>	Michael Carrick
<http://www.wikidata.org/entity/Q158572>	Great yellow gentian
<http://www.wikidata.org/entity/Q33351>	Hà Tĩnh
<http://www.wikidata.org/entity/Q43482>	Franks
<http://www.wikidata.org/entity/Q206895>	Hakkâri
<http://www.wikidata.org/entity/Q207103>	constructivism
<http://www.wikidata.org/entity/Q131390>	300
<http://www.wikidata.org/entity/Q144170>	Kamyshin
<http://www.wikidata.org/entity/Q161747>	Chamaerops humilis
<http://www.wikidata.org/entity/Q47703>	The Godfather
<http://www.wikidata.org/entity/Q675568>	Ha'il
<http://www.wikidata.org/entity/Q25309>	Blattodea
<http://www.wikidata.org/entity/Q175124>	Novokuybyshevsk
<http://www.wikidata.org/entity/Q155809>	Novoshakhtinsk
<http://www.wikidata.org/entity/Q175360>	Novotroitsk
<http://www.wikidata.org/entity/Q2194186>	Sagittarius
<http://www.wikidata.org/entity/Q161633>	Grass-of-Parnassus
<http://www.wikidata.org/entity/Q176636>	Orekhovo-Zuyevo
<http://www.wikidata.org/entity/Q176325>	Oktyabrsky
<http://www.wikidata.org/entity/Q275615>	oribi
<http://www.wikidata.org/entity/Q347685>	Korney Chukovsky
<http://www.wikidata.org/entity/Q381027>	Pedro Pablo Kuczynski
<http://www.wikidata.org/entity/Q489260>	Palazzolo Acreide
<http://www.wikidata.org/entity/Q2122>	oral sex
<http://www.wikidata.org/entity/Q38076>	McDonald's
<http://www.wikidata.org/entity/Q205278>	Dominic Purcell
<http://www.wikidata.org/entity/Q295797>	Kasper Schmeichel
<http://www.wikidata.org/entity/Q526335>	Keszthely
<http://www.wikidata.org/entity/Q55109>	Savignano Irpino
<http://www.wikidata.org/entity/Q193494>	Afar Region
<http://www.wikidata.org/entity/Q211720>	Afar people
<http://www.wikidata.org/entity/Q51365>	Lettomanoppello
<http://www.wikidata.org/entity/Q207497>	Macedonia
<http://www.wikidata.org/entity/Q154401>	Slovak State (1939-1945)
<http://www.wikidata.org/entity/Q151084>	Joaquín Rodrigo
<http://www.wikidata.org/entity/Q319959>	Saint-Laurent-du-Maroni
<http://www.wikidata.org/entity/Q217497>	African fish eagle
<http://www.wikidata.org/entity/Q200798>	Hiroshige
<http://www.wikidata.org/entity/Q478741>	Paternò
<http://www.wikidata.org/entity/Q193661>	Stan Wawrinka
<http://www.wikidata.org/entity/Q208076>	Cantabrian Mountains
<http://www.wikidata.org/entity/Q29100>	Arab–Byzantine wars
<http://www.wikidata.org/entity/Q72210>	tetraphobia
<http://www.wikidata.org/entity/Q315954>	Koro Sea
<http://www.wikidata.org/entity/Q503788>	Channidae
<http://www.wikidata.org/entity/Q854122>	Stade Félix-Bollaert
<http://www.wikidata.org/entity/Q181398>	Loftus Versfeld Stadium
<http://www.wikidata.org/entity/Q55905>	Pontivy
<http://www.wikidata.org/entity/Q27366>	beech marten
<http://www.wikidata.org/entity/Q144412>	Opuntia ficus-indica
<http://www.wikidata.org/entity/Q2036942>	Ted Cruz
<http://www.wikidata.org/entity/Q250901>	Álvaro Arbeloa
<http://www.wikidata.org/entity/Q52593>	Lavello
<http://www.wikidata.org/entity/Q206903>	Kırklareli
<http://www.wikidata.org/entity/Q192368>	Vence
<http://www.wikidata.org/entity/Q14970>	tanker
<http://www.wikidata.org/entity/Q141830>	flail
<http://www.wikidata.org/entity/Q381760>	Russian desman
<http://www.wikidata.org/entity/Q236097>	Abbie Cornish
<http://www.wikidata.org/entity/Q184539>	Ordu
<http://www.wikidata.org/entity/Q5668>	Gvardeysk
<http://www.wikidata.org/entity/Q395863>	Desouk
<http://www.wikidata.org/entity/Q99934>	Bertinoro
<http://www.wikidata.org/entity/Q327632>	International Day of Peace
<http://www.wikidata.org/entity/Q506823>	European sprat
<http://www.wikidata.org/entity/Q42602>	Felinae
<http://www.wikidata.org/entity/Q239266>	Višegrad
<http://www.wikidata.org/entity/Q4209223>	legal state
<http://www.wikidata.org/entity/Q269728>	Sunda pangolin
<http://www.wikidata.org/entity/Q61066>	Tribhuvan International Airport
<http://www.wikidata.org/entity/Q152005>	drainage divide
<http://www.wikidata.org/entity/Q26073>	Capital Region of Denmark
<http://www.wikidata.org/entity/Q316891>	Montmorency
<http://www.wikidata.org/entity/Q26586>	Central Denmark Region
<http://www.wikidata.org/entity/Q26067>	North Denmark Region
<http://www.wikidata.org/entity/Q187184>	Joe Hart
<http://www.wikidata.org/entity/Q26589>	Region Zealand
<http://www.wikidata.org/entity/Q658690>	Charles Fleischer
<http://www.wikidata.org/entity/Q487801>	Barakaldo
<http://www.wikidata.org/entity/Q44389>	Bernd Schuster
<http://www.wikidata.org/entity/Q386216>	Tokio Hotel
<http://www.wikidata.org/entity/Q202699>	Swiss Super League
<http://www.wikidata.org/entity/Q220662>	Amanita caesarea
<http://www.wikidata.org/entity/Q27662>	Norte Region
<http://www.wikidata.org/entity/Q176826>	The Last King of Scotland
<http://www.wikidata.org/entity/Q504657>	Idlib
<http://www.wikidata.org/entity/Q169737>	breakdance
<http://www.wikidata.org/entity/Q489839>	Torrejón de Ardoz
<http://www.wikidata.org/entity/Q7040>	Homburg
<http://www.wikidata.org/entity/Q318693>	Collective Security Treaty Organisation
<http://www.wikidata.org/entity/Q369560>	Siege of Baghdad
<http://www.wikidata.org/entity/Q180836>	Charlotte Perrelli
<http://www.wikidata.org/entity/Q194311>	Javier Aguirre
<http://www.wikidata.org/entity/Q33581>	Sloviansk
<http://www.wikidata.org/entity/Q42939>	Bronisław Komorowski
<http://www.wikidata.org/entity/Q352826>	Daniele Massaro
<http://www.wikidata.org/entity/Q219705>	2005–06 UEFA Champions League
<http://www.wikidata.org/entity/Q341023>	Santa Teresa Gallura
<http://www.wikidata.org/entity/Q184277>	Yaya Touré
<http://www.wikidata.org/entity/Q157061>	Gevgelija
<http://www.wikidata.org/entity/Q8927>	Marion Cotillard
<http://www.wikidata.org/entity/Q34623>	Ten Commandments
<http://www.wikidata.org/entity/Q938985>	Peppa Pig
<http://www.wikidata.org/entity/Q23533>	Quảng Bình
<http://www.wikidata.org/entity/Q33369>	Khánh Hòa
<http://www.wikidata.org/entity/Q36903>	Ninh Thuận
<http://www.wikidata.org/entity/Q52184>	Salice Salentino
<http://www.wikidata.org/entity/Q36676>	Đồng Tháp
<http://www.wikidata.org/entity/Q36662>	Gia Lai
<http://www.wikidata.org/entity/Q36413>	Hà Nam
<http://www.wikidata.org/entity/Q26573>	Long An
<http://www.wikidata.org/entity/Q36907>	Nam Định
<http://www.wikidata.org/entity/Q36235>	Hưng Yên
<http://www.wikidata.org/entity/Q36610>	Phú Thọ
<http://www.wikidata.org/entity/Q36725>	Phú Yên
<http://www.wikidata.org/entity/Q33379>	Sơn La
<http://www.wikidata.org/entity/Q36666>	Tiền Giang
<http://www.wikidata.org/entity/Q27566>	Vĩnh Phúc
<http://www.wikidata.org/entity/Q36349>	Yên Bái
<http://www.wikidata.org/entity/Q25262>	Cà Mau
<http://www.wikidata.org/entity/Q36175>	Thanh Hóa
<http://www.wikidata.org/entity/Q168197>	Adıyaman
<http://www.wikidata.org/entity/Q150370>	Flores Sea
<http://www.wikidata.org/entity/Q200712>	Balearic Sea
<http://www.wikidata.org/entity/Q185291>	Molucca Sea
<http://www.wikidata.org/entity/Q228852>	Jane Lynch
<http://www.wikidata.org/entity/Q194479>	Stade de Suisse
<http://www.wikidata.org/entity/Q199575>	Ağrı
<http://www.wikidata.org/entity/Q57391>	Til Schweiger
<http://www.wikidata.org/entity/Q487211>	NGC 1300
<http://www.wikidata.org/entity/Q200297>	thermal power station
<http://www.wikidata.org/entity/Q748436>	Southern white-breasted hedgehog
<http://www.wikidata.org/entity/Q660035>	Seefeld in Tirol
<http://www.wikidata.org/entity/Q743218>	Jonava
<http://www.wikidata.org/entity/Q338889>	Palace of the Shirvanshahs
<http://www.wikidata.org/entity/Q3744>	Castro
<http://www.wikidata.org/entity/Q107588>	Hominin
<http://www.wikidata.org/entity/Q232104>	Kerry Washington
<http://www.wikidata.org/entity/Q272308>	Gordes
<http://www.wikidata.org/entity/Q230368>	Caravaca de la Cruz
<http://www.wikidata.org/entity/Q237081>	Ani Lorak
<http://www.wikidata.org/entity/Q211811>	Burdur
<http://www.wikidata.org/entity/Q133824>	Issoire
<http://www.wikidata.org/entity/Q186429>	Gaël Monfils
<http://www.wikidata.org/entity/Q211218>	Aasiaat
<http://www.wikidata.org/entity/Q110812>	cathetus
<http://www.wikidata.org/entity/Q152506>	Nina Badrić
<http://www.wikidata.org/entity/Q16422>	Hurricane Katrina
