<http://www.yso.fi/onto/yso/p27729>	culture jamming
<http://www.yso.fi/onto/yso/p21672>	Mokulla gård
<http://www.yso.fi/onto/yso/p15944>	kyrkolagar
<http://www.yso.fi/onto/yso/p22077>	öppenvinkelglaukom
<http://www.yso.fi/onto/yso/p29646>	visuell poesi
<http://www.yso.fi/onto/yso/p25960>	Stafettkarnevalen
<http://www.yso.fi/onto/yso/p162379>	Aldabra
<http://www.yso.fi/onto/yso/p16332>	mentalsjukvård
<http://www.yso.fi/onto/yso/p17030>	spansk litteratur
<http://www.yso.fi/onto/yso/p17568>	mathushållning
<http://www.yso.fi/onto/yso/p5828>	elektricitet
<http://www.yso.fi/onto/yso/p19113>	frontalsinuit
<http://www.yso.fi/onto/yso/p2549>	delning
<http://www.yso.fi/onto/yso/p25677>	Sampo (folkdiktning)
<http://www.yso.fi/onto/yso/p26408>	naturlig strålning
<http://www.yso.fi/onto/yso/p29528>	musikestetik
<http://www.yso.fi/onto/yso/p8116>	likström
<http://www.yso.fi/onto/yso/p23485>	Löylymäki
<http://www.yso.fi/onto/yso/p2590>	sågindustri
<http://www.yso.fi/onto/yso/p11290>	lupiner
<http://www.yso.fi/onto/yso/p10608>	övergångsekonomi
<http://www.yso.fi/onto/yso/p26010>	flugsmällor
<http://www.yso.fi/onto/yso/p201>	stupade
<http://www.yso.fi/onto/yso/p29221>	galicisk litteratur
<http://www.yso.fi/onto/yso/p15553>	försäkringsbolag
<http://www.yso.fi/onto/yso/p1760>	konstunderstöd
<http://www.yso.fi/onto/yso/p22360>	sexuell attraktionskraft
<http://www.yso.fi/onto/yso/p5645>	hamnstäder
<http://www.yso.fi/onto/yso/p182207>	Rajalahti (Orivesi)
<http://www.yso.fi/onto/yso/p7021>	revalvering
<http://www.yso.fi/onto/yso/p22900>	telemark
<http://www.yso.fi/onto/yso/p23948>	blodigelbehandling
<http://www.yso.fi/onto/yso/p1070>	rusmedelspolitik
<http://www.yso.fi/onto/yso/p113566>	Kopparö (Ekenäs)
<http://www.yso.fi/onto/yso/p25288>	belastningsprov
<http://www.yso.fi/onto/yso/p18857>	termokemi
<http://www.yso.fi/onto/yso/p29575>	vedtrådmossa
<http://www.yso.fi/onto/yso/p2877>	styranordningar
<http://www.yso.fi/onto/yso/p15268>	återförsäljning
<http://www.yso.fi/onto/yso/p113296>	Muojärvi
<http://www.yso.fi/onto/yso/p16082>	bangårdar
<http://www.yso.fi/onto/yso/p22653>	barrbuskar
<http://www.yso.fi/onto/yso/p109233>	Dominikanska republiken
<http://www.yso.fi/onto/yso/p11451>	KATUS
<http://www.yso.fi/onto/yso/p19677>	scenskräck
<http://www.yso.fi/onto/yso/p15956>	konstflygning
<http://www.yso.fi/onto/yso/p14323>	virkesavfall
<http://www.yso.fi/onto/yso/p27001>	damaster
<http://www.yso.fi/onto/yso/p29171>	litteratur på pali
<http://www.yso.fi/onto/yso/p26253>	NC-maskiner
<http://www.yso.fi/onto/yso/p5443>	trådlös kommunikation
<http://www.yso.fi/onto/yso/p8746>	hudsjukdomar
<http://www.yso.fi/onto/yso/p19621>	skuggor
<http://www.yso.fi/onto/yso/p9783>	lokalhistoria
<http://www.yso.fi/onto/yso/p176397>	Sarvijoki (Kurikka)
<http://www.yso.fi/onto/yso/p9904>	Painter
<http://www.yso.fi/onto/yso/p21140>	AdWords
<http://www.yso.fi/onto/yso/p12123>	PASS-teorin
<http://www.yso.fi/onto/yso/p16326>	underfarter
<http://www.yso.fi/onto/yso/p20133>	fjärrsamtal
<http://www.yso.fi/onto/yso/p9210>	Newcastlesjukan
<http://www.yso.fi/onto/yso/p5646>	nitning
<http://www.yso.fi/onto/yso/p28281>	apoteos
<http://www.yso.fi/onto/yso/p12106>	riksarkiv
<http://www.yso.fi/onto/yso/p105512>	Lundo
<http://www.yso.fi/onto/yso/p154139>	Övre Malm (Helsingfors)
<http://www.yso.fi/onto/yso/p6715>	uppdatering
<http://www.yso.fi/onto/yso/p12566>	mossor
<http://www.yso.fi/onto/yso/p21277>	ryssglim
<http://www.yso.fi/onto/yso/p4787>	simulering
<http://www.yso.fi/onto/yso/p144425>	Kuusiokunnat ekonomiska region
<http://www.yso.fi/onto/yso/p132518>	Bodensjön
<http://www.yso.fi/onto/yso/p20877>	magnetiska stormar
<http://www.yso.fi/onto/yso/p23634>	myrbräcka
<http://www.yso.fi/onto/yso/p9395>	torpare
<http://www.yso.fi/onto/yso/p27196>	surbröd
<http://www.yso.fi/onto/yso/p23137>	Helsinki Cup
<http://www.yso.fi/onto/yso/p220624>	Megrega
<http://www.yso.fi/onto/yso/p22572>	lag om försäkringsförmedling
<http://www.yso.fi/onto/yso/p176852>	Lipola (Kivinebb)
<http://www.yso.fi/onto/yso/p7156>	vaudeville
<http://www.yso.fi/onto/yso/p27891>	maräng
<http://www.yso.fi/onto/yso/p29210>	litteratur på nanaiska
<http://www.yso.fi/onto/yso/p23382>	hybridmedia
<http://www.yso.fi/onto/yso/p10013>	jordanalys
<http://www.yso.fi/onto/yso/p22399>	studentkårer
<http://www.yso.fi/onto/yso/p24600>	serviceaffärsverksamhet
<http://www.yso.fi/onto/yso/p1904>	exportfrämjande
<http://www.yso.fi/onto/yso/p14940>	valpning
<http://www.yso.fi/onto/yso/p17927>	amuletter
<http://www.yso.fi/onto/yso/p219536>	Mallinkainen (Janakkala)
<http://www.yso.fi/onto/yso/p6257>	stäpper
<http://www.yso.fi/onto/yso/p113039>	Kiveriö (Lahtis)
<http://www.yso.fi/onto/yso/p26928>	verklighetsspel
<http://www.yso.fi/onto/yso/p24034>	Arts and Crafts-rörelsen
<http://www.yso.fi/onto/yso/p21530>	programutveckling
<http://www.yso.fi/onto/yso/p19391>	HutAGV
<http://www.yso.fi/onto/yso/p8148>	leksaker
<http://www.yso.fi/onto/yso/p209897>	Sandhamn (Värmdö)
<http://www.yso.fi/onto/yso/p190716>	Juurikkajärvi
<http://www.yso.fi/onto/yso/p3185>	lungor
<http://www.yso.fi/onto/yso/p24009>	avskiljning och lagring av koldioxid
<http://www.yso.fi/onto/yso/p7170>	spekulation (ekonomi)
<http://www.yso.fi/onto/yso/p17718>	valsning
<http://www.yso.fi/onto/yso/p2411>	cellkärna
<http://www.yso.fi/onto/yso/p2296>	modersmjölk
<http://www.yso.fi/onto/yso/p11368>	sockenrätter
<http://www.yso.fi/onto/yso/p217747>	Keskikylä (Laihela)
<http://www.yso.fi/onto/yso/p29590>	nordamerikansk bäver
<http://www.yso.fi/onto/yso/p4687>	pappersförädlingsindustri
<http://www.yso.fi/onto/yso/p17514>	körsnärer
<http://www.yso.fi/onto/yso/p22879>	bentäthet
<http://www.yso.fi/onto/yso/p13418>	handelsblockad
<http://www.yso.fi/onto/yso/p26358>	konsumentprisindex
<http://www.yso.fi/onto/yso/p9099>	nyhedendom
<http://www.yso.fi/onto/yso/p105984>	Könölä (Torneå)
<http://www.yso.fi/onto/yso/p22591>	triple play
<http://www.yso.fi/onto/yso/p15053>	mättnad
<http://www.yso.fi/onto/yso/p24369>	Shell Eco-marathon
<http://www.yso.fi/onto/yso/p10760>	hunger
<http://www.yso.fi/onto/yso/p26926>	vattennämnder
<http://www.yso.fi/onto/yso/p13458>	galagoer
<http://www.yso.fi/onto/yso/p7346>	borgberg
<http://www.yso.fi/onto/yso/p10247>	symfonier
<http://www.yso.fi/onto/yso/p12773>	regionplanering
<http://www.yso.fi/onto/yso/p13493>	yngre tonåringar
<http://www.yso.fi/onto/yso/p20296>	monarkism
<http://www.yso.fi/onto/yso/p27144>	Villa Boström
<http://www.yso.fi/onto/yso/p31070>	numerisk läskunnighet
<http://www.yso.fi/onto/yso/p6901>	tredje sektorn
<http://www.yso.fi/onto/yso/p131102>	Koisthuhta (Somero)
<http://www.yso.fi/onto/yso/p27871>	lådodling
<http://www.yso.fi/onto/yso/p594>	spannmålsodling
<http://www.yso.fi/onto/yso/p2007>	lönepolitik
<http://www.yso.fi/onto/yso/p9308>	språkfrågan
<http://www.yso.fi/onto/yso/p26740>	grupphandledning
<http://www.yso.fi/onto/yso/p13826>	straffrättsligt ansvar
<http://www.yso.fi/onto/yso/p27462>	mizrahi
<http://www.yso.fi/onto/yso/p12955>	handräckning
<http://www.yso.fi/onto/yso/p10723>	vodka
<http://www.yso.fi/onto/yso/p22823>	Långforsens naturskyddsområde
<http://www.yso.fi/onto/yso/p13120>	musikgymnasier
<http://www.yso.fi/onto/yso/p14961>	träsnideri
<http://www.yso.fi/onto/yso/p12400>	språkcentraler
<http://www.yso.fi/onto/yso/p14887>	samhällskritiska filmer
<http://www.yso.fi/onto/yso/p21327>	obligatorisk kontroll
<http://www.yso.fi/onto/yso/p8107>	stadshistoria
<http://www.yso.fi/onto/yso/p9265>	snittblommor
<http://www.yso.fi/onto/yso/p15186>	fläskrevolten
<http://www.yso.fi/onto/yso/p10407>	sjöförklaringar
<http://www.yso.fi/onto/yso/p13273>	informalism
<http://www.yso.fi/onto/yso/p28594>	sedekomedier
<http://www.yso.fi/onto/yso/p12686>	Haiko
<http://www.yso.fi/onto/yso/p17593>	Kjuloholm
<http://www.yso.fi/onto/yso/p4211>	markegångar
<http://www.yso.fi/onto/yso/p11199>	semester
<http://www.yso.fi/onto/yso/p15665>	kyrkoråd
<http://www.yso.fi/onto/yso/p20190>	reella tal
<http://www.yso.fi/onto/yso/p15471>	personifikation
<http://www.yso.fi/onto/yso/p110710>	Kaskii (Juva)
<http://www.yso.fi/onto/yso/p2306>	ackumulatorer
<http://www.yso.fi/onto/yso/p4889>	bioelektronik
<http://www.yso.fi/onto/yso/p7394>	betongbyggnader
<http://www.yso.fi/onto/yso/p9449>	kivifåglar
<http://www.yso.fi/onto/yso/p7448>	skönhetstävlingar
<http://www.yso.fi/onto/yso/p108252>	Humppila
<http://www.yso.fi/onto/yso/p26734>	valutaunioner
<http://www.yso.fi/onto/yso/p27072>	eldare
<http://www.yso.fi/onto/yso/p7002>	tryckfrihet
<http://www.yso.fi/onto/yso/p10964>	illusioner
<http://www.yso.fi/onto/yso/p1200>	fenologi
<http://www.yso.fi/onto/yso/p14473>	hembygdslära
<http://www.yso.fi/onto/yso/p113448>	Maalismaa (Yli-Ii)
<http://www.yso.fi/onto/yso/p8391>	alkoholkultur
<http://www.yso.fi/onto/yso/p18333>	frätning
<http://www.yso.fi/onto/yso/p220380>	Lastukoski (Kuopio)
<http://www.yso.fi/onto/yso/p5465>	narkotika
<http://www.yso.fi/onto/yso/p14965>	energiskatt
<http://www.yso.fi/onto/yso/p24557>	takvåningar
<http://www.yso.fi/onto/yso/p2273>	spetshundar
<http://www.yso.fi/onto/yso/p29855>	gradualer
<http://www.yso.fi/onto/yso/p2151>	radiosonder
<http://www.yso.fi/onto/yso/p111540>	Galle
<http://www.yso.fi/onto/yso/p110176>	Nystads landskommun
<http://www.yso.fi/onto/yso/p16929>	försilvring
<http://www.yso.fi/onto/yso/p106719>	Östersjöområdet
<http://www.yso.fi/onto/yso/p10974>	kåda
<http://www.yso.fi/onto/yso/p20456>	nyrokoko
<http://www.yso.fi/onto/yso/p1326>	kvasarer
<http://www.yso.fi/onto/yso/p8470>	hållbar utveckling
<http://www.yso.fi/onto/yso/p6560>	mobilisering
<http://www.yso.fi/onto/yso/p28328>	Irak-Iran-kriget
<http://www.yso.fi/onto/yso/p6931>	socialstat
<http://www.yso.fi/onto/yso/p21928>	insiderinformation
<http://www.yso.fi/onto/yso/p13483>	bekämpningsmedelsindustri
<http://www.yso.fi/onto/yso/p25705>	kaftaner
<http://www.yso.fi/onto/yso/p7872>	tjurar
<http://www.yso.fi/onto/yso/p18290>	identitetskort
<http://www.yso.fi/onto/yso/p129375>	Kilpola (Hiitola)
<http://www.yso.fi/onto/yso/p2756>	finsk-ugriska språk
<http://www.yso.fi/onto/yso/p5626>	sockenbarn
<http://www.yso.fi/onto/yso/p23670>	Tarkkala gård
<http://www.yso.fi/onto/yso/p19829>	substansmängd
<http://www.yso.fi/onto/yso/p25452>	juridiskt språk
<http://www.yso.fi/onto/yso/p20270>	nässelsnärja
<http://www.yso.fi/onto/yso/p1216>	motorcykelsport
<http://www.yso.fi/onto/yso/p28917>	uzbeker
<http://www.yso.fi/onto/yso/p20019>	bröstcancer
<http://www.yso.fi/onto/yso/p164574>	Alasommee (Viborgs landskommun)
<http://www.yso.fi/onto/yso/p12959>	vattenförbrukning
<http://www.yso.fi/onto/yso/p13602>	skyddsområden (restriktion)
<http://www.yso.fi/onto/yso/p13159>	grisar
<http://www.yso.fi/onto/yso/p8802>	observerande
<http://www.yso.fi/onto/yso/p21992>	tidig judendom
<http://www.yso.fi/onto/yso/p115294>	Olars (Esbo)
<http://www.yso.fi/onto/yso/p617>	synt
<http://www.yso.fi/onto/yso/p21221>	funktionella material
<http://www.yso.fi/onto/yso/p25877>	dalitteologi
<http://www.yso.fi/onto/yso/p15429>	träkemi
<http://www.yso.fi/onto/yso/p112633>	Paljavesi
<http://www.yso.fi/onto/yso/p166477>	Kilpisjärvi
<http://www.yso.fi/onto/yso/p19882>	boskapskontroll
<http://www.yso.fi/onto/yso/p113088>	Malax å
<http://www.yso.fi/onto/yso/p19671>	ekotoxikologi
<http://www.yso.fi/onto/yso/p18688>	indexeringsspråk
<http://www.yso.fi/onto/yso/p227241>	Käinbybacka (Vanda)
<http://www.yso.fi/onto/yso/p108504>	Kiikala
<http://www.yso.fi/onto/yso/p25596>	magnoliaväxter
<http://www.yso.fi/onto/yso/p27089>	biologisk psykiatri
<http://www.yso.fi/onto/yso/p166761>	Aberdeen (Washington)
<http://www.yso.fi/onto/yso/p9541>	grävning
<http://www.yso.fi/onto/yso/p26900>	stadsrevisorer
<http://www.yso.fi/onto/yso/p110542>	Paukkaja (Eno)
<http://www.yso.fi/onto/yso/p29643>	prospektivt minne
<http://www.yso.fi/onto/yso/p113533>	Kuusaanniemi (Kuusankoski)
<http://www.yso.fi/onto/yso/p20087>	femsträngad kantele
<http://www.yso.fi/onto/yso/p22740>	Konvention om tillgång till information, allmänhetens deltagande i beslutsprocesser och tillgång till rättslig prövning i miljöfrågor
<http://www.yso.fi/onto/yso/p483>	nålbindningsteknik
<http://www.yso.fi/onto/yso/p6755>	markanvändningsplanering
<http://www.yso.fi/onto/yso/p16917>	uppsägningsskydd
<http://www.yso.fi/onto/yso/p24567>	arkivvetenskap
<http://www.yso.fi/onto/yso/p106002>	Olonets-Karelen
<http://www.yso.fi/onto/yso/p9973>	nådegåvor
<http://www.yso.fi/onto/yso/p210731>	Arvenmäki (Jämsä)
<http://www.yso.fi/onto/yso/p12187>	små stater
<http://www.yso.fi/onto/yso/p25278>	agnosi
<http://www.yso.fi/onto/yso/p6103>	sågtimmer
<http://www.yso.fi/onto/yso/p730>	beredskapslager
<http://www.yso.fi/onto/yso/p13303>	PC Tools Desktop
<http://www.yso.fi/onto/yso/p11771>	öppen ekonomi
<http://www.yso.fi/onto/yso/p6897>	tektonik
<http://www.yso.fi/onto/yso/p7114>	landskapsbibliotek
<http://www.yso.fi/onto/yso/p10069>	landskapsmåleri
<http://www.yso.fi/onto/yso/p13739>	fikon
<http://www.yso.fi/onto/yso/p14974>	radiostyrningsanläggningar
<http://www.yso.fi/onto/yso/p12695>	kronolager
<http://www.yso.fi/onto/yso/p26490>	turismpolitik
<http://www.yso.fi/onto/yso/p28529>	lagerträd
<http://www.yso.fi/onto/yso/p105630>	Pihtipudas
<http://www.yso.fi/onto/yso/p24478>	motoriska färdigheter
<http://www.yso.fi/onto/yso/p2761>	roll relaterad till hälsa
<http://www.yso.fi/onto/yso/p178093>	Handelsgatan (Kuopio)
<http://www.yso.fi/onto/yso/p24965>	makuladegeneration
<http://www.yso.fi/onto/yso/p4351>	elektromagnetiska fenomen
<http://www.yso.fi/onto/yso/p107504>	Mathildedal (Bjärnå)
<http://www.yso.fi/onto/yso/p25765>	Off Tampere
<http://www.yso.fi/onto/yso/p120331>	Karkkula (Orimattila)
<http://www.yso.fi/onto/yso/p137276>	Juholankylä (Sotkamo)
<http://www.yso.fi/onto/yso/p219298>	Käppäselkä
<http://www.yso.fi/onto/yso/p13192>	sadelmakare
<http://www.yso.fi/onto/yso/p128114>	Toivola (Hollola)
<http://www.yso.fi/onto/yso/p1262>	avträdelsestödsystem
<http://www.yso.fi/onto/yso/p217369>	Eknäs (Borgå)
<http://www.yso.fi/onto/yso/p11746>	Roots'n River Blues
<http://www.yso.fi/onto/yso/p24307>	båtmärken
<http://www.yso.fi/onto/yso/p18309>	nervceller
<http://www.yso.fi/onto/yso/p105132>	Pyhäselkä (kommun)
<http://www.yso.fi/onto/yso/p22602>	tibetansk mastiff
<http://www.yso.fi/onto/yso/p111217>	Kolho (Vilppula)
<http://www.yso.fi/onto/yso/p21551>	klopidogrel
<http://www.yso.fi/onto/yso/p5202>	operationssalar
<http://www.yso.fi/onto/yso/p6457>	migranter
<http://www.yso.fi/onto/yso/p6649>	opinionsledare
<http://www.yso.fi/onto/yso/p2280>	köpguider
<http://www.yso.fi/onto/yso/p3545>	svedjebruk
<http://www.yso.fi/onto/yso/p16017>	byggentreprenad
<http://www.yso.fi/onto/yso/p108661>	Stora Antillerna
<http://www.yso.fi/onto/yso/p13287>	skattebyråer
<http://www.yso.fi/onto/yso/p11932>	byggherrar
<http://www.yso.fi/onto/yso/p18124>	armeniska apostoliska kyrkan
<http://www.yso.fi/onto/yso/p10494>	pappersdockor
<http://www.yso.fi/onto/yso/p191009>	Rautio (Kuhmalahti)
<http://www.yso.fi/onto/yso/p139504>	Pajulanjoki
<http://www.yso.fi/onto/yso/p2614>	matematiker
<http://www.yso.fi/onto/yso/p22883>	Trianonfördraget
<http://www.yso.fi/onto/yso/p25110>	kulor
<http://www.yso.fi/onto/yso/p27655>	LinkedIn
<http://www.yso.fi/onto/yso/p8661>	organister
<http://www.yso.fi/onto/yso/p105274>	Antarktiska kontinenten
<http://www.yso.fi/onto/yso/p24333>	rakning
<http://www.yso.fi/onto/yso/p15073>	Königstedt
<http://www.yso.fi/onto/yso/p24227>	kulturobjekt
<http://www.yso.fi/onto/yso/p26686>	jungfrusländor
<http://www.yso.fi/onto/yso/p37972>	brexit
<http://www.yso.fi/onto/yso/p4872>	miljögestaltning
<http://www.yso.fi/onto/yso/p5700>	förflyttning (rörelse)
<http://www.yso.fi/onto/yso/p7555>	agrarsamhälle
<http://www.yso.fi/onto/yso/p13026>	födsel
<http://www.yso.fi/onto/yso/p1833>	arbetsinnehåll
<http://www.yso.fi/onto/yso/p35>	informationsverksamhet
<http://www.yso.fi/onto/yso/p105501>	Kymmene älvs vattendrag
<http://www.yso.fi/onto/yso/p7072>	adressregister
<http://www.yso.fi/onto/yso/p21473>	cynism
<http://www.yso.fi/onto/yso/p737>	hastighetsbegränsningar
<http://www.yso.fi/onto/yso/p3039>	rallar
<http://www.yso.fi/onto/yso/p108433>	Revolax
<http://www.yso.fi/onto/yso/p16256>	rörelsefrihet
<http://www.yso.fi/onto/yso/p21407>	humanister
<http://www.yso.fi/onto/yso/p192364>	Vasaralahti (Polvijärvi)
<http://www.yso.fi/onto/yso/p9659>	schizofreni
<http://www.yso.fi/onto/yso/p13158>	professionell utveckling
<http://www.yso.fi/onto/yso/p14264>	simultantolkning
<http://www.yso.fi/onto/yso/p22829>	friktionsdäck
<http://www.yso.fi/onto/yso/p159788>	Åshöjden (Helsingfors)
<http://www.yso.fi/onto/yso/p12200>	repetitivt arbete
<http://www.yso.fi/onto/yso/p18399>	utlåtanden
<http://www.yso.fi/onto/yso/p9246>	ljuskällor
<http://www.yso.fi/onto/yso/p28274>	pulmonell hypertoni
<http://www.yso.fi/onto/yso/p105994>	Metsämaa (kommun)
<http://www.yso.fi/onto/yso/p105314>	Petruma (Heinävesi)
<http://www.yso.fi/onto/yso/p12947>	bilförsäljare
<http://www.yso.fi/onto/yso/p24291>	endocytos
<http://www.yso.fi/onto/yso/p21185>	patentsystem
<http://www.yso.fi/onto/yso/p11424>	fastlagen
<http://www.yso.fi/onto/yso/p12384>	fribrottning
<http://www.yso.fi/onto/yso/p156081>	Kotselkä (Kivinebb)
<http://www.yso.fi/onto/yso/p3080>	bevisrätt
<http://www.yso.fi/onto/yso/p1458>	förbud
<http://www.yso.fi/onto/yso/p17047>	bokföringsbrott
<http://www.yso.fi/onto/yso/p29460>	återbördande till naturen
<http://www.yso.fi/onto/yso/p980>	hormonbehandling
<http://www.yso.fi/onto/yso/p11712>	lärokurser
<http://www.yso.fi/onto/yso/p105749>	Tuupovaara
<http://www.yso.fi/onto/yso/p26395>	sångspel (spel)
<http://www.yso.fi/onto/yso/p124933>	Viirrejoki
<http://www.yso.fi/onto/yso/p3134>	riskhantering
<http://www.yso.fi/onto/yso/p11431>	initialer
<http://www.yso.fi/onto/yso/p11933>	internationell upphovsrätt
<http://www.yso.fi/onto/yso/p13169>	klamydiainfektioner
<http://www.yso.fi/onto/yso/p26967>	proteindiet
<http://www.yso.fi/onto/yso/p28149>	operaregi
<http://www.yso.fi/onto/yso/p27096>	radiojournalister
<http://www.yso.fi/onto/yso/p29947>	benga
<http://www.yso.fi/onto/yso/p27609>	ådring
<http://www.yso.fi/onto/yso/p206523>	Devon
<http://www.yso.fi/onto/yso/p12617>	sakramenten
<http://www.yso.fi/onto/yso/p108651>	Rotterdam
<http://www.yso.fi/onto/yso/p27717>	religionsrelaterade händelser
<http://www.yso.fi/onto/yso/p169>	fusk
<http://www.yso.fi/onto/yso/p12960>	lemurer
<http://www.yso.fi/onto/yso/p18244>	minor
<http://www.yso.fi/onto/yso/p3098>	skogsnämnder
<http://www.yso.fi/onto/yso/p29567>	priseffekter
<http://www.yso.fi/onto/yso/p19625>	SHAZAM
<http://www.yso.fi/onto/yso/p6877>	förorenade områden
<http://www.yso.fi/onto/yso/p28804>	aristoteliskt drama
<http://www.yso.fi/onto/yso/p8163>	stimulantia
<http://www.yso.fi/onto/yso/p28120>	teatermuseer
<http://www.yso.fi/onto/yso/p23942>	digital marknadsföring
<http://www.yso.fi/onto/yso/p9789>	avdrag
<http://www.yso.fi/onto/yso/p213347>	Riksväg 19
<http://www.yso.fi/onto/yso/p11198>	egenrörelse
<http://www.yso.fi/onto/yso/p112476>	Partalansaari
<http://www.yso.fi/onto/yso/p22452>	naturvärdeshandel
<http://www.yso.fi/onto/yso/p5534>	tävlingsbanor
<http://www.yso.fi/onto/yso/p12320>	kovariansanalys
<http://www.yso.fi/onto/yso/p27420>	DOI
<http://www.yso.fi/onto/yso/p188872>	Tölli (Lojo)
<http://www.yso.fi/onto/yso/p5929>	förpackningar
<http://www.yso.fi/onto/yso/p1047>	förvaring
<http://www.yso.fi/onto/yso/p5653>	Villa Bjälbo
<http://www.yso.fi/onto/yso/p4712>	teleövervakning
<http://www.yso.fi/onto/yso/p110028>	Kukkarkoski (Lundo)
<http://www.yso.fi/onto/yso/p106953>	Majstad (Helsingfors)
<http://www.yso.fi/onto/yso/p129141>	Tonkopuro (Kemijärvi)
<http://www.yso.fi/onto/yso/p19361>	skruvmejslar
<http://www.yso.fi/onto/yso/p6459>	utvisning
<http://www.yso.fi/onto/yso/p15185>	friktionsfasthet
<http://www.yso.fi/onto/yso/p2215>	litteratursociologi
<http://www.yso.fi/onto/yso/p29201>	textualitet
<http://www.yso.fi/onto/yso/p21687>	olycksutredning
<http://www.yso.fi/onto/yso/p4628>	handelsomsättning
<http://www.yso.fi/onto/yso/p21869>	soft law
<http://www.yso.fi/onto/yso/p14091>	mötesteknik
<http://www.yso.fi/onto/yso/p18559>	Londonavtalet om marin rustningsbegränsning
<http://www.yso.fi/onto/yso/p9268>	tryckluftsverktyg
<http://www.yso.fi/onto/yso/p15511>	krossning
<http://www.yso.fi/onto/yso/p12753>	massörer
<http://www.yso.fi/onto/yso/p162374>	Kapstaden
<http://www.yso.fi/onto/yso/p26431>	språkliga konsekvenser
<http://www.yso.fi/onto/yso/p13580>	bibliotekskataloger
<http://www.yso.fi/onto/yso/p20495>	huvudplanerare
<http://www.yso.fi/onto/yso/p21542>	prydnadsträd
<http://www.yso.fi/onto/yso/p22769>	samhörighet
<http://www.yso.fi/onto/yso/p15528>	cyberpunk
<http://www.yso.fi/onto/yso/p145053>	Taulumäki (Varkaus)
<http://www.yso.fi/onto/yso/p2595>	spindlar
<http://www.yso.fi/onto/yso/p26146>	histocytokemi
<http://www.yso.fi/onto/yso/p196777>	Littorinahavet
<http://www.yso.fi/onto/yso/p19932>	embryo
<http://www.yso.fi/onto/yso/p1883>	gymnastikmusik
<http://www.yso.fi/onto/yso/p17093>	aapamyrar
<http://www.yso.fi/onto/yso/p15707>	aldehyder
<http://www.yso.fi/onto/yso/p25542>	idrottsklasser
<http://www.yso.fi/onto/yso/p4510>	symbolik
<http://www.yso.fi/onto/yso/p15408>	romersk-katolska kyrkan
<http://www.yso.fi/onto/yso/p24294>	löpsedlar
